sample,alias,SRASample,BioSample,SRAStudy,study,NCBI_taxon_ID,NCBI_taxon_name,ORFs_filenames,Assemblies_filenames
MH0099,MH0099,ERS328813,SAMEA1966821,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0099.scaftig.more500.corrected.break.fa.more100.fa,MH0099.scaftig.more500.corrected.break.fa
MH0100,MH0100,ERS328814,SAMEA2146682,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0100.scaftig.more500.corrected.break.fa.more100.fa,MH0100.scaftig.more500.corrected.break.fa
MH0101,MH0101,ERS328815,SAMEA2150909,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0101.scaftig.more500.corrected.break.fa.more100.fa,MH0101.scaftig.more500.corrected.break.fa
MH0102,MH0102,ERS328816,SAMEA2145068,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0102.scaftig.more500.corrected.break.fa.more100.fa,MH0102.scaftig.more500.corrected.break.fa
MH0103,MH0103,ERS328817,SAMEA2147216,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0103.scaftig.more500.corrected.break.fa.more100.fa,MH0103.scaftig.more500.corrected.break.fa
MH0104,MH0104,ERS328818,SAMEA2144588,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0104.scaftig.more500.corrected.break.fa.more100.fa,MH0104.scaftig.more500.corrected.break.fa
MH0105,MH0105,ERS328819,SAMEA2162880,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0105.scaftig.more500.corrected.break.fa.more100.fa,MH0105.scaftig.more500.corrected.break.fa
MH0106,MH0106,ERS328820,SAMEA2153557,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0106.scaftig.more500.corrected.break.fa.more100.fa,MH0106.scaftig.more500.corrected.break.fa
MH0107,MH0107,ERS328821,SAMEA2149539,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0107.scaftig.more500.corrected.break.fa.more100.fa,MH0107.scaftig.more500.corrected.break.fa
MH0108,MH0108,ERS328822,SAMEA1969417,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0108.scaftig.more500.corrected.break.fa.more100.fa,MH0108.scaftig.more500.corrected.break.fa
MH0109,MH0109,ERS328823,SAMEA2158408,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0109.scaftig.more500.corrected.break.fa.more100.fa,MH0109.scaftig.more500.corrected.break.fa
MH0110,MH0110,ERS328824,SAMEA2147022,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0110.scaftig.more500.corrected.break.fa.more100.fa,MH0110.scaftig.more500.corrected.break.fa
MH0111,MH0111,ERS328825,SAMEA2146320,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0111.scaftig.more500.corrected.break.fa.more100.fa,MH0111.scaftig.more500.corrected.break.fa
MH0113,MH0113,ERS328826,SAMEA2146908,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0113.scaftig.more500.corrected.break.fa.more100.fa,MH0113.scaftig.more500.corrected.break.fa
MH0114,MH0114,ERS328827,SAMEA2147384,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0114.scaftig.more500.corrected.break.fa.more100.fa,MH0114.scaftig.more500.corrected.break.fa
MH0115,MH0115,ERS328828,SAMEA2163248,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0115.scaftig.more500.corrected.break.fa.more100.fa,MH0115.scaftig.more500.corrected.break.fa
MH0116,MH0116,ERS328829,SAMEA2154992,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0116.scaftig.more500.corrected.break.fa.more100.fa,MH0116.scaftig.more500.corrected.break.fa
MH0117,MH0117,ERS328830,SAMEA2160045,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0117.scaftig.more500.corrected.break.fa.more100.fa,MH0117.scaftig.more500.corrected.break.fa
MH0118,MH0118,ERS328831,SAMEA2142846,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0118.scaftig.more500.corrected.break.fa.more100.fa,MH0118.scaftig.more500.corrected.break.fa
MH0119,MH0119,ERS328832,SAMEA2154516,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0119.scaftig.more500.corrected.break.fa.more100.fa,MH0119.scaftig.more500.corrected.break.fa
MH0120,MH0120,ERS328833,SAMEA2156362,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0120.scaftig.more500.corrected.break.fa.more100.fa,MH0120.scaftig.more500.corrected.break.fa
MH0121,MH0121,ERS328834,SAMEA2148265,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0121.scaftig.more500.corrected.break.fa.more100.fa,MH0121.scaftig.more500.corrected.break.fa
MH0122,MH0122,ERS328835,SAMEA2153010,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0122.scaftig.more500.corrected.break.fa.more100.fa,MH0122.scaftig.more500.corrected.break.fa
MH0123,MH0123,ERS328836,SAMEA2158454,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0123.scaftig.more500.corrected.break.fa.more100.fa,MH0123.scaftig.more500.corrected.break.fa
MH0124,MH0124,ERS328837,SAMEA2158100,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0124.scaftig.more500.corrected.break.fa.more100.fa,MH0124.scaftig.more500.corrected.break.fa
MH0125,MH0125,ERS328838,SAMEA2147070,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0125.scaftig.more500.corrected.break.fa.more100.fa,MH0125.scaftig.more500.corrected.break.fa
MH0126,MH0126,ERS328839,SAMEA2152065,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0126.scaftig.more500.corrected.break.fa.more100.fa,MH0126.scaftig.more500.corrected.break.fa
MH0127,MH0127,ERS328840,SAMEA2162259,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0127.scaftig.more500.corrected.break.fa.more100.fa,MH0127.scaftig.more500.corrected.break.fa
MH0128,MH0128,ERS328841,SAMEA2163351,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0128.scaftig.more500.corrected.break.fa.more100.fa,MH0128.scaftig.more500.corrected.break.fa
MH0129,MH0129,ERS328842,SAMEA2160437,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0129.scaftig.more500.corrected.break.fa.more100.fa,MH0129.scaftig.more500.corrected.break.fa
MH0130,MH0130,ERS328843,SAMEA2144578,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0130.scaftig.more500.corrected.break.fa.more100.fa,MH0130.scaftig.more500.corrected.break.fa
MH0131,MH0131,ERS328844,SAMEA2159102,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0131.scaftig.more500.corrected.break.fa.more100.fa,MH0131.scaftig.more500.corrected.break.fa
MH0132,MH0132,ERS328845,SAMEA2154452,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0132.scaftig.more500.corrected.break.fa.more100.fa,MH0132.scaftig.more500.corrected.break.fa
MH0133,MH0133,ERS328846,SAMEA2142848,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0133.scaftig.more500.corrected.break.fa.more100.fa,MH0133.scaftig.more500.corrected.break.fa
MH0134,MH0134,ERS328847,SAMEA2144525,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0134.scaftig.more500.corrected.break.fa.more100.fa,MH0134.scaftig.more500.corrected.break.fa
MH0135,MH0135,ERS328848,SAMEA2158521,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0135.scaftig.more500.corrected.break.fa.more100.fa,MH0135.scaftig.more500.corrected.break.fa
MH0136,MH0136,ERS328849,SAMEA2155636,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0136.scaftig.more500.corrected.break.fa.more100.fa,MH0136.scaftig.more500.corrected.break.fa
MH0137,MH0137,ERS328850,SAMEA2162200,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0137.scaftig.more500.corrected.break.fa.more100.fa,MH0137.scaftig.more500.corrected.break.fa
MH0138,MH0138,ERS328851,SAMEA2157909,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0138.scaftig.more500.corrected.break.fa.more100.fa,MH0138.scaftig.more500.corrected.break.fa
MH0139,MH0139,ERS328852,SAMEA2145301,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0139.scaftig.more500.corrected.break.fa.more100.fa,MH0139.scaftig.more500.corrected.break.fa
MH0140,MH0140,ERS328853,SAMEA2147587,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0140.scaftig.more500.corrected.break.fa.more100.fa,MH0140.scaftig.more500.corrected.break.fa
MH0141,MH0141,ERS328854,SAMEA2147114,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0141.scaftig.more500.corrected.break.fa.more100.fa,MH0141.scaftig.more500.corrected.break.fa
MH0142,MH0142,ERS328855,SAMEA2156675,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0142.scaftig.more500.corrected.break.fa.more100.fa,MH0142.scaftig.more500.corrected.break.fa
MH0143,MH0143,ERS328856,SAMEA2163575,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0143.scaftig.more500.corrected.break.fa.more100.fa,MH0143.scaftig.more500.corrected.break.fa
MH0144,MH0144,ERS328857,SAMEA2159408,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0144.scaftig.more500.corrected.break.fa.more100.fa,MH0144.scaftig.more500.corrected.break.fa
MH0145,MH0145,ERS328858,SAMEA2157747,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0145.scaftig.more500.corrected.break.fa.more100.fa,MH0145.scaftig.more500.corrected.break.fa
MH0146,MH0146,ERS328859,SAMEA2152204,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0146.scaftig.more500.corrected.break.fa.more100.fa,MH0146.scaftig.more500.corrected.break.fa
MH0147,MH0147,ERS328860,SAMEA2151838,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0147.scaftig.more500.corrected.break.fa.more100.fa,MH0147.scaftig.more500.corrected.break.fa
MH0148,MH0148,ERS328861,SAMEA2161222,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0148.scaftig.more500.corrected.break.fa.more100.fa,MH0148.scaftig.more500.corrected.break.fa
MH0149,MH0149,ERS328862,SAMEA1969178,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0149.scaftig.more500.corrected.break.fa.more100.fa,MH0149.scaftig.more500.corrected.break.fa
MH0150,MH0150,ERS328863,SAMEA1964687,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0150.scaftig.more500.corrected.break.fa.more100.fa,MH0150.scaftig.more500.corrected.break.fa
MH0151,MH0151,ERS328864,SAMEA2161021,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0151.scaftig.more500.corrected.break.fa.more100.fa,MH0151.scaftig.more500.corrected.break.fa
MH0152,MH0152,ERS328865,SAMEA1967891,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0152.scaftig.more500.corrected.break.fa.more100.fa,MH0152.scaftig.more500.corrected.break.fa
MH0153,MH0153,ERS328866,SAMEA2162862,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0153.scaftig.more500.corrected.break.fa.more100.fa,MH0153.scaftig.more500.corrected.break.fa
MH0154,MH0154,ERS328867,SAMEA2145582,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0154.scaftig.more500.corrected.break.fa.more100.fa,MH0154.scaftig.more500.corrected.break.fa
MH0155,MH0155,ERS328868,SAMEA2147092,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0155.scaftig.more500.corrected.break.fa.more100.fa,MH0155.scaftig.more500.corrected.break.fa
MH0156,MH0156,ERS328869,SAMEA2145648,ERP003612,"Le Chatelier, E. et al. Richness of human gut microbiome correlates with metabolic markers. Nature 500, 541–546 (2013).",408170,human gut metagenome,MH0156.scaftig.more500.corrected.break.fa.more100.fa,MH0156.scaftig.more500.corrected.break.fa
